idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,num_ingredients,instruction_length,num_measurements,preparation_complexity,ingredient_complexity,instruction_complexity,tool_complexity,glass_type_complexity
15427,Grand Blue,Ordinary Drink,Alcoholic,Old-fashioned glass,Serve in an old fashioned glass.,Malibu rum,Peach schnapps,Blue Curacao,Sweet and sour,,,,,,,,,,,,1 1/2 cl ,1 1/2 cl ,1 1/2 cl ,3 cl ,,,,,,,,,,,,4,6,4,0,2,1,1,1
11407,Gin Cooler,Ordinary Drink,Alcoholic,Collins glass,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,Gin,Carbonated water,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,,5,46,1,1,2,1,1,1
11419,Gin Swizzle,Ordinary Drink,Alcoholic,Highball glass,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",Lime juice,Sugar,Gin,Bitters,Club soda,,,,,,,,,,,1 1/2 oz ,1 tsp superfine ,2 oz ,1 dash ,3 oz ,,,,,,,,,,,5,45,5,3,3,2,2,1
11433,Grass Skirt,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",Gin,Triple sec,Pineapple juice,Grenadine,Pineapple,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1/2 tsp ,1 ,,,,,,,,,,,5,29,5,1,2,1,1,1
17200,Grasshopper,Ordinary Drink,Alcoholic,Cocktail glass,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,Green Creme de Menthe,Creme de Cacao,Light cream,,,,,,,,,,,,,3/4 oz ,3/4 oz white ,3/4 oz ,,,,,,,,,,,,,3,18,3,2,2,2,1,2
14642,Grim Reaper,Ordinary Drink,Alcoholic,Old-fashioned glass,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,Kahlua,151 proof rum,Grenadine,,,,,,,,,,,,,1 oz ,1 oz Bacardi ,1 dash ,,,,,,,,,,,,,3,19,3,0,1,1,1,1
178342,Gin and Soda,Cocktail,Alcoholic,Highball glass,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",Gin,Soda Water,Lime,,,,,,,,,,,,,2 oz,5 oz,1/4,,,,,,,,,,,,,3,22,3,1,1,2,1,1
16262,H.D.,Coffee / Tea,Alcoholic,Beer mug,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,Whisky,Baileys irish cream,Coffee,,,,,,,,,,,,,4 cl ,8 cl ,,,,,,,,,,,,,,3,21,2,0,2,2,1,1
178316,Honey Bee,Cocktail,Alcoholic,Margarita glass,"Shake ingredients with crushed ice
",White Rum,Honey,Lemon Juice,,,,,,,,,,,,,6 cl,2 cl,2 cl,,,,,,,,,,,,,3,5,3,1,2,1,1,2
178345,Hot Toddy,Cocktail,Alcoholic,Irish coffee cup,"STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately.",Whiskey,Honey,Cinnamon,lemon,Cloves,,,,,,,,,,,50 ml,15 ml,1,1,2,,,,,,,,,,,5,61,5,0,2,2,1,1
15813,Herbal flame,Coffee / Tea,Alcoholic,Mason jar,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",Hot Damn,Tea,,,,,,,,,,,,,,5 shots ,very sweet ,,,,,,,,,,,,,,2,35,2,1,1,2,1,1
17202,Horse's Neck,Ordinary Drink,Alcoholic,Highball glass,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",Lemon peel,Brandy,Ginger ale,Bitters,,,,,,,,,,,,1 long strip ,2 oz ,5 oz ,2 dashes ,,,,,,,,,,,,4,25,4,1,2,1,1,1
12766,Happy Skipper,Ordinary Drink,Alcoholic,Highball glass,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",Spiced rum,Ginger ale,Lime,Ice,,,,,,,,,,,,1 1/2 cl ,,,,,,,,,,,,,,,4,36,1,0,1,1,1,1
17239,Hunter's Moon,Cocktail,Alcoholic,Balloon Glass,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",Vermouth,Maraschino Cherry,Sugar Syrup,Lemonade,Blackberries,,,,,,,,,,,25 ml,15 ml,10 ml,100 ml,2,,,,,,,,,,,5,38,5,1,3,2,2,1
178313,Halloween Punch,Punch / Party Drink,Alcoholic,Punch bowl,"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",Cherry Juice,Orange Peel,Red Chili Flakes,Cloves,Ginger,Vodka,,,,,,,,,,1 bottle,3,1,10,6,20 cl,,,,,,,,,,6,103,6,0,3,2,1,1
11470,Havana Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Light rum,Pineapple juice,Lemon juice,,,,,,,,,,,,,1 oz ,1 oz ,1 tsp ,,,,,,,,,,,,,3,19,3,2,2,2,2,1
12954,Holloween Punch,Punch / Party Drink,Non alcoholic,Punch bowl,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",Grape juice,Carbonated soft drink,Sherbet,Sherbet,,,,,,,,,,,,,", orange
",,,,,,,,,,,,,,4,75,1,0,1,1,1,2
17044,Homemade Kahlua,Homemade Liqueur,Alcoholic,Collins Glass,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",Sugar,Corn syrup,Coffee,Vanilla extract,Water,Vodka,,,,,,,,,,2 1/2 cups ,1 cup ,1 1/2 oz instant ,2 oz ,3 cups boiling ,1 fifth ,,,,,,,,,,6,48,6,0,2,2,1,1
14782,Hot Creamy Bush,Coffee / Tea,Alcoholic,Irish coffee cup,Combine all ingredients in glass,Irish whiskey,Baileys irish cream,Coffee,,,,,,,,,,,,,1 shot ,3/4 shot ,6 oz hot ,,,,,,,,,,,,,3,5,3,0,2,1,1,1
11462,Harvey Wallbanger,Ordinary Drink,Alcoholic,Collins glass,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",Vodka,Galliano,Orange juice,,,,,,,,,,,,,1 oz ,1/2 oz ,4 oz ,,,,,,,,,,,,,3,20,3,1,2,1,1,1
11472,Hawaiian Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Triple sec,Pineapple juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 tblsp ,,,,,,,,,,,,,3,12,3,2,3,2,2,1
17201,Hemingway Special,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into a shaker with ice. Shake.,Rum,Grapefruit Juice,Maraschino Liqueur,Lime Juice,,,,,,,,,,,,12 parts,8 parts,3 parts,3 parts,,,,,,,,,,,,4,9,4,1,3,1,2,1
11476,Highland Fling Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Scotch,Sweet Vermouth,Orange bitters,Olive,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,2 dashes ,1 ,,,,,,,,,,,,4,18,4,2,3,3,2,2
12738,Hot Chocolate to Die for,Cocoa,Non alcoholic,Coffee mug,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",Chocolate,Butter,Vanilla extract,Half-and-half,Marshmallows,,,,,,,,,,,12 oz fine ,1 tsp ,1/2 tsp ,1 cup ,mini ,,,,,,,,,,,5,17,5,1,2,1,1,1
17176,Ipamena,Ordinary Drink,Non alcoholic,Wine Glass,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",Lime,Brown sugar,Passion fruit juice,Ginger ale,Ice,,,,,,,,,,,½,2 tsp,4 cl,top up with,fill,,,,,,,,,,,5,65,5,2,3,3,2,2
13539,Ice Pick,Ordinary Drink,Alcoholic,Collins Glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,Vodka,Iced tea,Lemon juice,,,,,,,,,,,,,1 1/2 oz ,6 oz ," to taste
",,,,,,,,,,,,,3,13,3,1,2,2,1,1
12770,Iced Coffee,Coffee / Tea,Non alcoholic,Coffee mug,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,Coffee,Sugar,Water,Milk,,,,,,,,,,,,1/4 cup instant ,1/4 cup ,1/4 cup hot ,4 cups cold ,,,,,,,,,,,,4,28,4,2,1,2,1,1
12820,Irish Cream,Homemade Liqueur,Alcoholic,Irish coffee cup,Mix scotch and milk. Add half-and-half. Add rest.,Scotch,Half-and-half,Condensed milk,Coconut syrup,Chocolate syrup,,,,,,,,,,,1 cup ,1 1/4 cup ,1 can sweetened ,3 drops ,1 tblsp ,,,,,,,,,,,5,8,5,0,2,1,1,1
13971,Irish Coffee,Coffee / Tea,Alcoholic,Irish coffee cup,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",Irish whiskey,Coffee,Sugar,Whipped cream,,,,,,,,,,,,1 1/2 oz ,8 oz ,1 tsp ,1 tblsp ,,,,,,,,,,,,4,18,4,0,3,2,2,2
11528,Irish Spring,Ordinary Drink,Alcoholic,Collins glass,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",Irish whiskey,Peach brandy,Orange juice,Sweet and sour,Orange,Cherry,,,,,,,,,,1 oz ,1/2 oz ,1 oz ,1 oz ,1 slice ,1 ,,,,,,,,,,6,28,6,0,2,2,1,1
11524,Imperial Fizz,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,1/2 oz ,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,,5,25,4,3,4,3,2,1
17015,Irish Russian,Beer,Alcoholic,Highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,Vodka,Kahlua,Coca-Cola,Guinness stout,,,,,,,,,,,,1 shot ,1 shot ,1 dash ,Fill with ,,,,,,,,,,,,4,28,4,0,2,1,1,1
12706,Imperial Cocktail,Cocktail,Alcoholic,Cocktail glass,Shake with ice and strain into cocktail glass.,Lime juice,Gin,Aperol,,,,,,,,,,,,,4 cl ,2 cl ,4 cl ,,,,,,,,,,,,,3,8,3,2,2,1,1,1
12772,Iced Coffee Fillip,Coffee / Tea,Alcoholic,Coffee mug,Mix together in a coffee mug and chill before serving.,Kahlua,Coffee,,,,,,,,,,,,,,2 tsp ,Strong cold ,,,,,,,,,,,,,,2,10,2,0,1,1,1,0
16987,Irish Curdling Cow,Cocktail,Alcoholic,Highball glass,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",Baileys irish cream,Bourbon,Vodka,Orange juice,,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,2-3 oz ,,,,,,,,,,,,4,18,4,0,4,2,1,1
17178,Jam Donut,Shot,Alcoholic,Shot glass,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",Baileys irish cream,Chambord raspberry liqueur,Sugar syrup,Sugar,,,,,,,,,,,,2/3 oz,1/3 oz,1 tsp,2 pinches,,,,,,,,,,,,4,33,4,1,2,2,1,1
16178,Jitterbug,Cocktail,Alcoholic,Cocktail Glass,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",Gin,Vodka,Grenadine,Lime juice,Sugar,Sugar syrup,Soda water,,,,,,,,,2 jiggers ,1 jigger ,3 dashes ,1 shot ,Around rim put 1 pinch ,3 dashes ,Fill to top with ,,,,,,,,,7,16,7,0,2,2,1,1
13847,Jackhammer,Ordinary Drink,Alcoholic,Collins Glass,"Serve over ice- Warning,Deadly!",Jack Daniels,Amaretto,,,,,,,,,,,,,,1 oz ,1 oz ,,,,,,,,,,,,,,2,4,2,0,1,0,0,1
13775,Jelly Bean,Shot,Alcoholic,Cordial glass,mix equal parts in pony glass-tastes just like a jelly bean!,Blackberry brandy,Anis,,,,,,,,,,,,,,1 oz ,1 oz ,,,,,,,,,,,,,,2,11,2,0,1,1,1,1
14956,Jello shots,Shot,Alcoholic,Shot glass,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",Vodka,Jello,Water,,,,,,,,,,,,,2 cups ,3 packages ,3 cups ,,,,,,,,,,,,,3,39,3,0,1,2,1,1
14095,Jamaica Kiss,Shake,Alcoholic,Hurricane glass,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,Coffee liqueur,Light rum,Ice,Milk,,,,,,,,,,,,1 shot ,1 shot Jamaican ,cubes,,,,,,,,,,,,,4,30,3,1,2,1,1,2
11580,John Collins,Ordinary Drink,Alcoholic,Collins glass,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,Bourbon,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1 tsp superfine ,3 oz ,1 ,1 ,,,,,,,,,,6,19,6,1,2,1,1,1
11558,Japanese Fizz,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Blended whiskey,Lemon,Powdered sugar,Port,Egg white,Carbonated water,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp ,1 tblsp,1 ,,,,,,,,,,,6,25,5,3,5,4,3,2
15825,Jamaican Coffee,Coffee / Tea,Alcoholic,Champagne flute,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",Rum,Coffee,Water,Whipped cream,,,,,,,,,,,,1/6 glass ,1/6 glass strong black ,1/2 glass cold ,,,,,,,,,,,,,4,25,3,1,2,2,1,3
12688,Just a Moonmint,Shake,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Milk,Chocolate syrup,Mint syrup,,,,,,,,,,,,,2 cups ,,,,,,,,,,,,,,,3,30,1,1,1,1,1,1
11566,Jewel Of The Nile,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,Green Chartreuse,Yellow Chartreuse,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,3,20,3,2,5,2,2,2
11542,Jack Rose Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Apple brandy,Grenadine,Lime,,,,,,,,,,,,,1 1/2 oz ,1 tsp ,Juice of 1/2 ,,,,,,,,,,,,,3,12,3,2,2,2,1,1
16275,Jack's Vanilla Coke,Other / Unknown,Alcoholic,Old-fashioned glass,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",Ice,Tennessee whiskey,Vanilla extract,Coca-Cola,,,,,,,,,,,,4-5 ,2 oz ,1 tsp ,10-12 oz ,,,,,,,,,,,,4,26,4,1,1,1,1,1
17203,Kir,Ordinary Drink,Alcoholic,Wine Glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.",Creme de Cassis,Champagne,,,,,,,,,,,,,,1 part ,5 parts ,,,,,,,,,,,,,,2,16,2,0,1,1,1,1
12764,Karsk,Ordinary Drink,Alcoholic,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",Coffee,Grain alcohol,,,,,,,,,,,,,,1 part ,2 parts ,,,,,,,,,,,,,,2,29,2,0,1,1,0,1
11600,Kamikaze,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",Vodka,Triple sec,Lime juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,3,12,3,2,2,2,1,1
13837,Kir Royale,Ordinary Drink,Alcoholic,Champagne Flute,"Pour Creme de cassis in glass, gently pour champagne on top",Creme de Cassis,Champagne,,,,,,,,,,,,,,1 part ,5 parts ,,,,,,,,,,,,,,2,11,2,0,1,1,1,1
14752,Kiwi Lemon,Ordinary Drink,Alcoholic,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,Kiwi liqueur,Bitter lemon,Ice,,,,,,,,,,,,,1 part ,2 parts ,cubes,,,,,,,,,,,,,3,10,3,1,2,1,1,1
14456,Kurant Tea,Coffee / Tea,Alcoholic,Champagne flute,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",Absolut Kurant,Tea,Sugar,,,,,,,,,,,,,4 cl ,Turkish apple ," (if needed)
",,,,,,,,,,,,,3,22,3,0,1,2,1,3
16951,Kioki Coffee,Coffee / Tea,Alcoholic,Coffee mug,Stir. Add whipped cream to the top.,Kahlua,Brandy,Coffee,,,,,,,,,,,,,1 oz ,1/2 oz ,,,,,,,,,,,,,,3,7,2,1,2,1,1,1
178359,Kiwi Martini,Cocktail,Alcoholic,Cocktail glass,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",Kiwi,Sugar Syrup,Vodka,Kiwi,,,,,,,,,,,,1/2,1 tsp,1 1/2 oz,Garnish with,,,,,,,,,,,,4,84,4,2,2,3,2,1
15026,Kiss me Quick,Ordinary Drink,Alcoholic,Highball glass,mix in the glass,Cranberry vodka,Apfelkorn,Schweppes Russchian,Apple juice,Ice,,,,,,,,,,,4 cl ,2 cl ,7 cl ,8 cl ,cubes,,,,,,,,,,,5,4,5,0,2,1,1,1
13190,Kool-Aid Shot,Shot,Alcoholic,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,Vodka,Amaretto,Sloe gin,Triple sec,Cranberry juice,,,,,,,,,,,1 shot ,1 shot ,1 shot ,1 shot ,,,,,,,,,,,,5,16,4,1,4,1,1,1
17006,Kool First Aid,Shot,Alcoholic,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",151 proof rum,Kool-Aid,,,,,,,,,,,,,,2 oz light ,1/2 tsp Tropical ,,,,,,,,,,,,,,2,15,2,0,1,1,1,1
11602,Kentucky B And B,Ordinary Drink,Alcoholic,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,Bourbon,Benedictine,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,,2,9,2,0,2,1,1,2
11604,Kentucky Colonel,Ordinary Drink,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,Bourbon,Benedictine,Lemon peel,,,,,,,,,,,,,3 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,,3,24,3,2,3,2,2,1
14446,Kool-Aid Slammer,Shot,Alcoholic,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",Kool-Aid,Vodka,,,,,,,,,,,,,,1/2 oz Grape ,1/2 oz ,,,,,,,,,,,,,,2,59,2,0,2,2,1,1
12714,Kiwi Papaya Smoothie,Other / Unknown,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,Kiwi,Papaya,,,,,,,,,,,,,,3 ,1/2 ,,,,,,,,,,,,,,2,7,2,1,2,1,1,1
12720,Kill the cold Smoothie,Other / Unknown,Non alcoholic,Highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,Ginger,Lemon,Water,,,,,,,,,,,,,1 inch ,1/4 ,1 cup hot ,,,,,,,,,,,,,3,14,3,0,1,1,1,1
12704,Limeade,Other / Unknown,Non alcoholic,Highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",Lime,Sugar,Soda water,Lime peel,,,,,,,,,,,,Juice of 1 ,1 tblsp ," (seltzer water)
",,,,,,,,,,,,,4,34,3,1,1,1,1,1
14378,Lunch Box,Beer,Alcoholic,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,Beer,Amaretto,Orange juice,,,,,,,,,,,,,3/4 bottle ,1 shot ,1 oz ,,,,,,,,,,,,,3,33,3,0,1,1,1,1
14366,Lemon Drop,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,Vodka,Cointreau,Lemon,,,,,,,,,,,,,1 1/2 shot ,1 1/2 shot ,Juice of 1 wedge ,,,,,,,,,,,,,3,11,3,2,3,2,2,2
12752,Lemon Shot,Shot,Alcoholic,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",Galliano,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,,,,,,,1/2 oz ,1/2 oz ," wedge
",Bacardi ,,,,,,,,,,,,5,57,4,0,3,2,1,1
13196,Long vodka,Ordinary Drink,Alcoholic,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",Vodka,Lime,Angostura bitters,Tonic water,Ice,,,,,,,,,,,5 cl ,1/2 ,4 dashes ,1 dl Schweppes ,4 ,,,,,,,,,,,5,42,5,2,2,2,1,1
12692,Lassi Khara,Other / Unknown,Non alcoholic,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,Yoghurt,Water,Salt,Asafoetida,,,,,,,,,,,,1 cup ,2 cups cold ,1 tsp ,1 pinch ,,,,,,,,,,,,4,13,4,1,2,1,1,1
12694,Lassi Raita,Other / Unknown,Non alcoholic,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",Yoghurt,Ice,Sugar,Lime,Salt,,,,,,,,,,,2 cups ,4-6 ,,,,,,,,,,,,,,5,50,2,1,2,2,1,1
12702,Lemouroudji,Other / Unknown,Non alcoholic,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",Ginger,Water,Lemon,Sugar,Cayenne pepper,,,,,,,,,,,2 pieces ,1 gal ,1 lb ,1 cup ,ground ,,,,,,,,,,,5,51,5,0,2,2,1,1
11658,Loch Lomond,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,4,26,4,2,3,2,2,2
11662,London Town,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,Maraschino liqueur,Orange bitters,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,,,3,20,3,2,3,2,2,1
12698,Lassi - Mango,Other / Unknown,Non alcoholic,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,Mango,Yoghurt,Sugar,Water,,,,,,,,,,,,2 ,2 cups ,1/2 cup ,1 cup iced ,,,,,,,,,,,,4,21,4,1,1,1,1,1
12696,Lassi - Sweet,Other / Unknown,Non alcoholic,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,Yoghurt,Water,Sugar,Salt,Lemon juice,,,,,,,,,,,1 cup ,2 cups cold ,4 tblsp ,pinch ,2 tblsp ,,,,,,,,,,,5,14,5,1,1,1,1,1
15086,Limona Corona,Beer,Alcoholic,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",Corona,Bacardi Limon,,,,,,,,,,,,,,1 bottle ,1 oz ,,,,,,,,,,,,,,2,53,2,0,1,1,0,1
11670,Lord And Lady,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,Tia maria,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,,2,17,2,1,1,1,1,1
